"","pawsid","slackDomain","filename","timestamp","exercise","task","totalscore","chunk"
"320","jmccro7","isds1102s4workspace","jmccro7_e2e_1553532405689.xlsx","2019-03-25 16:47:11","e2","e","100.0","e2e"
"321","jmccro7","isds1102s4workspace","jmccro7_e3a_1553537073718.xlsx","2019-03-25 18:04:59","e3","a","93.75","e3a"
"322","jmccro7","isds1102s4workspace","jmccro7_e3c_1553551547073.xlsx","2019-03-25 22:06:13","e3","c","100.0","e3c"
"323","ireyna1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"324","aasmus1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"325","ecacha1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"326","dmeyn1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"327","cmoncl2","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"328","nashy1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"329","cguyba1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"330","vpeace1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"331","nblake3","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"332","iking4","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"333","mlan155","isds1102spr19","mlan155_e1a_1553392319460.xlsx","2019-03-24 01:52:24","e1","a","100.0","e1a"
"334","mlan155","isds1102spr19","mlan155_e1b_1553394190310.xlsx","2019-03-24 02:23:37","e1","b","93.75","e1b"
"335","cdav248","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"336","gcorte1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"337","kadeyi1","isds1102spr19","kadeyi1_e1a_1553399729166.xlsx","2019-03-24 03:55:54","e1","a","93.75","e1a"
"338","kadeyi1","isds1102spr19","kadeyi1_e1a_1553399733797.xlsx","2019-03-24 03:55:58","e1","a","93.75","e1a"
"339","kadeyi1","isds1102spr19","kadeyi1_e1b_1553400868577.xlsx","2019-03-24 04:14:53","e1","b","100.0","e1b"
"340","kadeyi1","isds1102spr19","kadeyi1_e1c_1553404188220.xlsx","2019-03-24 05:10:13","e1","c","82.0","e1c"
"341","kadeyi1","isds1102spr19","kadeyi1_e1d_1553405991838.xlsx","2019-03-24 05:40:18","e1","d","100.0","e1d"
"342","kadeyi1","isds1102spr19","kadeyi1_e2a_1553407000496.xlsx","2019-03-24 05:57:05","e2","a","100.0","e2a"
"343","kadeyi1","isds1102spr19","kadeyi1_e2b_1553408155611.xlsx","2019-03-24 06:16:20","e2","b","100.0","e2b"
"344","ble7","isds1102s4workspace","ble7_e1a_1552927244912.xlsx","2019-03-18 16:41:08","e1","a","100.0","e1a"
"345","dhmida1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"346","mrodr94","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"347","jlope49","isds1102spr19","jlope49_e1a_1553137360705.xlsx","2019-03-21 03:03:05","e1","a","100.0","e1a"
"348","jlope49","isds1102spr19","jlope49_e1a_1553141389766.xlsx","2019-03-21 04:10:13","e1","a","100.0","e1a"
"349","jlope49","isds1102spr19","jlope49_e1b_1553141906512.xlsx","2019-03-21 04:18:50","e1","b","93.75","e1b"
"350","jlope49","isds1102spr19","jlope49_e1c_1553143477608.xlsx","2019-03-21 04:45:01","e1","c","90.8333333333","e1c"
"351","jlope49","isds1102spr19","jlope49_e1d_1553145227541.xlsx","2019-03-21 05:14:12","e1","d","83.3333333333","e1d"
"352","jnyein1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"353","hdavi46","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"354","mtran33","isds1102spr19","mtran33_e1a_1553459729747.xlsx","2019-03-24 20:35:55","e1","a","96.5","e1a"
"355","mtran33","isds1102spr19","mtran33_e1b_1553460303658.xlsx","2019-03-24 20:45:29","e1","b","100.0","e1b"
"356","ndedea1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"357","vacost4","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"358","mmeche5","isds1102s4workspace","mmeche5_e1b_1553018708593.xlsx","2019-03-19 18:05:32","e1","b","100.0","e1b"
"359","mmeche5","isds1102s4workspace","mmeche5_e1a_1553019637864.xlsx","2019-03-19 18:21:01","e1","a","77.75","e1a"
"360","mmeche5","isds1102s4workspace","mmeche5_e1b_1553019647949.xlsx","2019-03-19 18:21:11","e1","b","100.0","e1b"
"361","mmeche5","isds1102s4workspace","mmeche5_e1a_1553129999590.xlsx","2019-03-21 01:00:24","e1","a","77.75","e1a"
"362","mmeche5","isds1102s4workspace","mmeche5_e1b_1553130005476.xlsx","2019-03-21 01:00:30","e1","b","100.0","e1b"
"363","mmeche5","isds1102s4workspace","mmeche5_e1c_1553130028004.xlsx","2019-03-21 01:00:52","e1","c","74.1666666667","e1c"
"364","mmeche5","isds1102s4workspace","mmeche5_e1d_1553130940098.xlsx","2019-03-21 01:16:04","e1","d","100.0","e1d"
"365","mmeche5","isds1102s4workspace","mmeche5_e2a_1553188729288.xlsx","2019-03-21 17:19:14","e2","a","100.0","e2a"
"366","mmeche5","isds1102s4workspace","mmeche5_e2b_1553189229587.xlsx","2019-03-21 17:27:33","e2","b","95.0","e2b"
"367","mmeche5","isds1102s4workspace","mmeche5_e2c_1553192292280.xlsx","2019-03-21 18:18:37","e2","c","100.0","e2c"
"368","mmeche5","isds1102s4workspace","mmeche5_e2d_1553198003202.xlsx","2019-03-21 19:53:47","e2","d","0.0","e2d"
"369","mmeche5","isds1102s4workspace","mmeche5_e2e_1553199290299.xlsx","2019-03-21 20:15:16","e2","e","75.0","e2e"
"370","kcarr24","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"371","lfield9","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"372","cdicap2","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"373","cmenou2","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"374","bpales1","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"375","kquirk1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"376","ctho257","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"377","dsmi286","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"378","ahenr37","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"379","salle86","isds1102s3-sp2019",NA,NA,NA,NA,NA,"NANA"
"380","jcogan1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"381","awil275","isds1102spr19","awil275_e1a_1552879067930.xlsx","2019-03-18 03:18:13","e1","a","96.5","e1a"
"382","awil275","isds1102spr19","awil275_e1b_1552879839975.xlsx","2019-03-18 03:31:03","e1","b","100.0","e1b"
"383","awil275","isds1102spr19","awil275_e1c_1553191337358.xlsx","2019-03-21 18:02:41","e1","c","64.1666666667","e1c"
"384","aburgo6","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"385","nhodge2","isds1102spr19","nhodge2_e1a_1547657479682.xlsx","2019-01-16 16:51:24","e1","a","100.0","e1a"
"386","nhodge2","isds1102spr19","nhodge2_e1b_1547657486233.xlsx","2019-01-16 16:51:30","e1","b","100.0","e1b"
"387","nhodge2","isds1102spr19","nhodge2_e1c_1547657495892.xlsx","2019-01-16 16:51:40","e1","c","77.5","e1c"
"388","nhodge2","isds1102spr19","nhodge2_e1d_1547657504315.xlsx","2019-01-16 16:51:48","e1","d","100.0","e1d"
"389","nhodge2","isds1102spr19","nhodge2_e2a_1547661334619.xlsx","2019-01-16 17:55:41","e2","a","100.0","e2a"
"390","nhodge2","isds1102spr19","nhodge2_e2b_1547661932083.xlsx","2019-01-16 18:05:36","e2","b","100.0","e2b"
"391","kgarr28","isds1102s3-sp2019","kgarr28_e1c_1552943377335.xlsx","2019-03-18 21:10:00","e1","c","8.33333333333","e1c"
"392","kgarr28","isds1102s3-sp2019","kgarr28_e1a_1552943445427.xlsx","2019-03-18 21:11:09","e1","a","81.25","e1a"
"393","kgarr28","isds1102s3-sp2019","kgarr28_e1b_1552943547416.xlsx","2019-03-18 21:12:50","e1","b","100.0","e1b"
"394","kgarr28","isds1102s3-sp2019","kgarr28_e1c_1552943555748.xlsx","2019-03-18 21:12:59","e1","c","82.5","e1c"
"395","kgarr28","isds1102s3-sp2019","kgarr28_e1d_1552943563455.xlsx","2019-03-18 21:13:06","e1","d","100.0","e1d"
"396","cdelta1","isds1102s4workspace","cdelta1_e1a_1552926281419.xlsx","2019-03-18 16:25:04","e1","a","100.0","e1a"
"397","cdelta1","isds1102s4workspace","cdelta1_e1a_1553042238832.xlsx","2019-03-20 00:37:42","e1","a","100.0","e1a"
"398","cdelta1","isds1102s4workspace","cdelta1_e1b_1553042263905.xlsx","2019-03-20 00:38:07","e1","b","100.0","e1b"
"399","cdelta1","isds1102s4workspace","cdelta1_e1d_1553100224723.xlsx","2019-03-20 16:44:08","e1","d","100.0","e1d"
"400","cwine1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"401","ssanc16","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"402","bdoiro4","isds1102s3-sp2019","bdoiro4_e1a_1552920032604.xlsx","2019-03-18 14:40:56","e1","a","84.25","e1a"
"403","bdoiro4","isds1102s3-sp2019","bdoiro4_e1b_1552921205426.xlsx","2019-03-18 15:00:28","e1","b","100.0","e1b"
"404","bdoiro4","isds1102s3-sp2019","bdoiro4_e1c_1552922369764.xlsx","2019-03-18 15:19:53","e1","c","94.1666666667","e1c"
"405","bdoiro4","isds1102s3-sp2019","bdoiro4_e1d_1552923431777.xlsx","2019-03-18 15:37:35","e1","d","83.3333333333","e1d"
"406","bdoiro4","isds1102s3-sp2019","bdoiro4_e1d_1552923500885.xlsx","2019-03-18 15:38:44","e1","d","100.0","e1d"
"407","bdoiro4","isds1102s3-sp2019","bdoiro4_e2a_1553096233072.xlsx","2019-03-20 15:37:37","e2","a","100.0","e2a"
"408","bdoiro4","isds1102s3-sp2019","bdoiro4_e2b_1553097149250.xlsx","2019-03-20 15:52:53","e2","b","100.0","e2b"
"409","bdoiro4","isds1102s3-sp2019","bdoiro4_e2c_1553100071503.xlsx","2019-03-20 16:41:36","e2","c","83.3333333333","e2c"
"410","bdoiro4","isds1102s3-sp2019","bdoiro4_e2c_1553100182945.xlsx","2019-03-20 16:43:27","e2","c","100.0","e2c"
"411","bdoiro4","isds1102s3-sp2019","bdoiro4_e2d_1553100945929.xlsx","2019-03-20 16:56:10","e2","d","100.0","e2d"
"412","bdoiro4","isds1102s3-sp2019","bdoiro4_e2e_1553101442859.xlsx","2019-03-20 17:04:26","e2","e","100.0","e2e"
"413","bdoiro4","isds1102s3-sp2019","bdoiro4_e3a_1553540110148.xlsx","2019-03-25 18:55:36","e3","a","100.0","e3a"
"414","bdoiro4","isds1102s3-sp2019","bdoiro4_e3b_1553540562849.xlsx","2019-03-25 19:03:09","e3","b","66.6666666667","e3b"
"415","bdoiro4","isds1102s3-sp2019","bdoiro4_e3c_1553540686919.xlsx","2019-03-25 19:05:12","e3","c","100.0","e3c"
"416","bdoiro4","isds1102s3-sp2019","bdoiro4_e3b_1553540775481.xlsx","2019-03-25 19:06:41","e3","b","100.0","e3b"
"417","bdoiro4","isds1102s3-sp2019","bdoiro4_e3d_1553541699413.xlsx","2019-03-25 19:22:05","e3","d","92.1568627451","e3d"
"418","smukh16","ddslablsu",NA,NA,NA,NA,NA,"NANA"
"419","pmitc18","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"420","mtho288","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"421","ccarm11","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"422","jbozem8","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"423","wjone67","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"424","romeal1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"425","mngu151","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"426","aperni2","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"427","abelch7","isds1102spr19","abelch7_e1a_1553208264540.xlsx","2019-03-21 22:44:49","e1","a","93.75","e1a"
"428","abelch7","isds1102spr19","abelch7_e1b_1553208574977.xlsx","2019-03-21 22:49:59","e1","b","100.0","e1b"
"429","abelch7","isds1102spr19","abelch7_e1c_1553211074741.xlsx","2019-03-21 23:31:39","e1","c","74.1666666667","e1c"
"430","abelch7","isds1102spr19","abelch7_e1d_1553266864575.xlsx","2019-03-22 15:01:29","e1","d","100.0","e1d"
"431","abelch7","isds1102spr19","abelch7_e1c_1553266873177.xlsx","2019-03-22 15:01:37","e1","c","74.1666666667","e1c"
"432","abelch7","isds1102spr19","abelch7_e1b_1553266878557.xlsx","2019-03-22 15:01:43","e1","b","100.0","e1b"
"433","abelch7","isds1102spr19","abelch7_e1a_1553266883411.xlsx","2019-03-22 15:01:48","e1","a","93.75","e1a"
"434","mfusel9","isds1102spr19","mfusel9_e1a_1553205265359.xlsx","2019-03-21 21:54:51","e1","a","100.0","e1a"
"435","mfusel9","isds1102spr19","mfusel9_e1b_1553205664677.xlsx","2019-03-21 22:01:29","e1","b","100.0","e1b"
"436","mfusel9","isds1102spr19","mfusel9_e1c_1553207999572.xlsx","2019-03-21 22:40:24","e1","c","94.1666666667","e1c"
"437","mfusel9","isds1102spr19","mfusel9_e1d_1553209395139.xlsx","2019-03-21 23:03:39","e1","d","100.0","e1d"
"438","emwang1","isds1102s4workspace",NA,NA,NA,NA,NA,"NANA"
"439","hshriv1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"440","nwinkl3","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"441","ytruon1","isds1102spr19","ytruon1_e1a_1553535792510.xlsx","2019-03-25 17:43:38","e1","a","96.5","e1a"
"442","kbrege1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"443","acashm4","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"444","dsnake1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"445","bgonz28","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"446","knewm13","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"447","cpollu1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"448","estros3","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"449","ahowa35","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"450","kcasey8","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"451","bducoi1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"452","mleon17","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"453","jvedro4","isds1102spr19","jvedro4_e1a_1553048642671.xlsx","2019-03-20 02:24:28","e1","a","100.0","e1a"
"454","jvedro4","isds1102spr19","jvedro4_e1b_1553052667604.xlsx","2019-03-20 03:31:31","e1","b","100.0","e1b"
"455","jvedro4","isds1102spr19","jvedro4_e1c_1553054539286.xlsx","2019-03-20 04:02:43","e1","c","94.1666666667","e1c"
"456","jvedro4","isds1102spr19","jvedro4_e1d_1553056289151.xlsx","2019-03-20 04:31:53","e1","d","83.3333333333","e1d"
"457","echane4","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"458","rdesot2","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"459","dbingh1","isds1102spr19","dbingh1_e1a_1553550188943.xlsx","2019-03-25 21:43:34","e1","a","87.5","e1a"
"460","dbingh1","isds1102spr19","dbingh1_e1b_1553551001083.xlsx","2019-03-25 21:57:07","e1","b","87.5","e1b"
"461","jlafra5","isds1102s3-sp2019",NA,NA,NA,NA,NA,"NANA"
"462","jmosel7","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"463","aexant1","isds1102s4workspace","aexant1_e1a_1553182451716.xlsx","2019-03-21 15:34:36","e1","a","87.5","e1a"
"464","aexant1","isds1102s4workspace","aexant1_e1b_1553182539780.xlsx","2019-03-21 15:36:04","e1","b","62.5","e1b"
"465","aexant1","isds1102s4workspace","aexant1_e1c_1553210518910.xlsx","2019-03-21 23:22:23","e1","c","76.3333333333","e1c"
"466","aexant1","isds1102s4workspace","aexant1_e1d_1553403153807.xlsx","2019-03-24 04:53:00","e1","d","83.3333333333","e1d"
"467","aexant1","isds1102s4workspace","aexant1_e2a_1553406404210.xlsx","2019-03-24 05:47:42","e2","a","91.6666666667","e2a"
"468","aexant1","isds1102s4workspace","aexant1_e2b_1553408474341.xlsx","2019-03-24 06:21:39","e2","b","100.0","e2b"
"469","aexant1","isds1102s4workspace","aexant1_e2c_1553542258880.xlsx","2019-03-25 19:31:25","e2","c","83.3333333333","e2c"
"470","jmccol7","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"471","18mrichard","18mrichard",NA,NA,NA,NA,NA,"NANA"
"472","jmit118","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"473","tjon212","isds1102s3","tjon212_e1a_1552927059616.xlsx","2019-03-18 16:38:03","e1","a","100.0","e1a"
"474","tjon212","isds1102s3","tjon212_e1b_1552927519166.xlsx","2019-03-18 16:45:42","e1","b","100.0","e1b"
"475","tjon212","isds1102s3","tjon212_e1c_1553063927675.xlsx","2019-03-20 06:39:11","e1","c","90.8333333333","e1c"
"476","tjon212","isds1102s3","tjon212_e1d_1553098936017.xlsx","2019-03-20 16:22:40","e1","d","100.0","e1d"
"477","mchat12","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"478","gberg14","isds1102s3-sp2019",NA,NA,NA,NA,NA,"NANA"
"479","mstalt3","isds1102spr19","mstalt3_e1a_1553039076107.xlsx","2019-03-19 23:44:59","e1","a","100.0","e1a"
"480","mstalt3","isds1102spr19","mstalt3_e1b_1553040193266.xlsx","2019-03-20 00:03:36","e1","b","93.75","e1b"
"481","rgondr1","isds1102spr19","rgondr1_e1a_1552948961763.xlsx","2019-03-18 22:43:05","e1","a","100.0","e1a"
"482","rgondr1","isds1102spr19","rgondr1_e1b_1552949498510.xlsx","2019-03-18 22:52:02","e1","b","100.0","e1b"
"483","rgondr1","isds1102spr19","rgondr1_e1c_1552950343677.xlsx","2019-03-18 23:06:07","e1","c","82.5","e1c"
"484","rgondr1","isds1102spr19","rgondr1_e1d_1552950943225.xlsx","2019-03-18 23:16:07","e1","d","100.0","e1d"
"485","rgondr1","isds1102spr19","rgondr1_e1d_1552950998664.xlsx","2019-03-18 23:17:02","e1","d","100.0","e1d"
"486","rgondr1","isds1102spr19","rgondr1_e2a_1552962518995.xlsx","2019-03-19 02:29:02","e2","a","100.0","e2a"
"487","rgondr1","isds1102spr19","rgondr1_e2b_1552963159585.xlsx","2019-03-19 02:39:42","e2","b","100.0","e2b"
"488","rgondr1","isds1102spr19","rgondr1_e2c_1552966439745.xlsx","2019-03-19 03:34:23","e2","c","83.3333333333","e2c"
"489","jmore36","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"490","vtrayl1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"491","ksche21","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"492","adurha3","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"493","emcali2","isds1102s4workspace","emcali2_e1a_1553008947457.xlsx","2019-03-19 15:22:51","e1","a","87.0","e1a"
"494","emcali2","isds1102s4workspace","emcali2_e1b_1553009475064.xlsx","2019-03-19 15:31:40","e1","b","100.0","e1b"
"495","emcali2","isds1102s4workspace","emcali2_e1c_1553011098096.xlsx","2019-03-19 15:58:42","e1","c","40.8333333333","e1c"
"496","emcali2","isds1102s4workspace","emcali2_e1d_1553011645441.xlsx","2019-03-19 16:07:49","e1","d","100.0","e1d"
"497","emcali2","isds1102s4workspace","emcali2_e1a_1553094087491.xlsx","2019-03-20 15:01:51","e1","a","87.0","e1a"
"498","emcali2","isds1102s4workspace","emcali2_e1b_1553094094394.xlsx","2019-03-20 15:01:58","e1","b","100.0","e1b"
"499","emcali2","isds1102s4workspace","emcali2_e1c_1553094101882.xlsx","2019-03-20 15:02:06","e1","c","40.8333333333","e1c"
"500","emcali2","isds1102s4workspace","emcali2_e1d_1553094108508.xlsx","2019-03-20 15:02:12","e1","d","100.0","e1d"
"501","bberar5","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"502","cnami1","isds1102s4workspace","cnami1_e1a_1552926318287.xlsx","2019-03-18 16:25:41","e1","a","78.0","e1a"
"503","cnami1","isds1102s4workspace","cnami1_e1b_1552927048249.xlsx","2019-03-18 16:37:51","e1","b","100.0","e1b"
"504","cnami1","isds1102s4workspace","cnami1_e1c_1553098201067.xlsx","2019-03-20 16:10:25","e1","c","50.8333333333","e1c"
"505","cnami1","isds1102s4workspace","cnami1_e1d_1553099787529.xlsx","2019-03-20 16:36:51","e1","d","66.6666666667","e1d"
"506","cpipes2","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"507","whicke1","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"508","mbern21","isds1102s4workspace","mbern21_e1a_1552927265011.xlsx","2019-03-18 16:41:28","e1","a","100.0","e1a"
"509","mbern21","isds1102s4workspace","mbern21_e1b_1552927756629.xlsx","2019-03-18 16:49:46","e1","b","0.0","e1b"
"510","mbern21","isds1102s4workspace","mbern21_e1a_1553097429240.xlsx","2019-03-20 15:57:33","e1","a","100.0","e1a"
"511","mbern21","isds1102s4workspace","mbern21_e1b_1553097438648.xlsx","2019-03-20 15:57:49","e1","b","0.0","e1b"
"512","mbern21","isds1102s4workspace","mbern21_e1c_1553100045484.xlsx","2019-03-20 16:41:09","e1","c","94.1666666667","e1c"
"513","mbern21","isds1102s4workspace","mbern21_e1d_1553531312707.xlsx","2019-03-25 16:28:58","e1","d","100.0","e1d"
"514","cwolco3","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"515","wchen23","isds1102spr19",NA,NA,NA,NA,NA,"NANA"
"516","mbarr31","isds1102s4workspace","mbarr31_e1a_1552926162478.xlsx","2019-03-18 16:23:07","e1","a","100.0","e1a"
"517","mbarr31","isds1102s4workspace","mbarr31_e1b_1552927047282.xlsx","2019-03-18 16:37:50","e1","b","100.0","e1b"
"518","mbarr31","isds1102s4workspace","mbarr31_e1c_1552936490516.xlsx","2019-03-18 19:15:14","e1","c","90.8333333333","e1c"
"519","mbarr31","isds1102s4workspace","mbarr31_e1d_1553011152698.xlsx","2019-03-19 15:59:36","e1","d","100.0","e1d"
"520","mbarr31","isds1102s4workspace","mbarr31_e2a_1553098318501.xlsx","2019-03-20 16:12:22","e2","a","100.0","e2a"
"521","mbarr31","isds1102s4workspace","mbarr31_e2b_1553098786356.xlsx","2019-03-20 16:20:10","e2","b","90.0","e2b"
"522","mbarr31","isds1102s4workspace","mbarr31_e2b_1553098955711.xlsx","2019-03-20 16:22:59","e2","b","90.0","e2b"
"523","mbarr31","isds1102s4workspace","mbarr31_e2b_1553100539556.xlsx","2019-03-20 16:49:23","e2","b","90.0","e2b"
"524","mbarr31","isds1102s4workspace","mbarr31_e2c_1553529672018.xlsx","2019-03-25 16:01:38","e2","c","83.3333333333","e2c"
"525","mbarr31","isds1102s4workspace","mbarr31_e2d_1553531075733.xlsx","2019-03-25 16:25:02","e2","d","66.6666666667","e2d"
"526","mbarr31","isds1102s4workspace","mbarr31_e2e_1553536394867.xlsx","2019-03-25 17:53:40","e2","e","90.3333333333","e2e"
"527","qwang42","isds1102spr19","qwang42_e2a_1553490429765.xlsx","2019-03-25 05:08:28","e2","a","91.6666666667","e2a"
"528","qwang42","isds1102spr19","qwang42_e1a_1553490556974.xlsx","2019-03-25 05:09:42","e1","a","81.25","e1a"
"529","qwang42","isds1102spr19","qwang42_e1b_1553490568458.xlsx","2019-03-25 05:09:53","e1","b","100.0","e1b"
"530","qwang42","isds1102spr19","qwang42_e1c_1553490575178.xlsx","2019-03-25 05:10:00","e1","c","90.8333333333","e1c"
"531","qwang42","isds1102spr19","qwang42_e1d_1553490581256.xlsx","2019-03-25 05:10:06","e1","d","100.0","e1d"
"532","qwang42","isds1102spr19","qwang42_e2b_1553491119037.xlsx","2019-03-25 05:19:04","e2","b","100.0","e2b"
"533","klan117","isds1102s3-sp2019","klan117_e1a_1552944467713.xlsx","2019-03-18 21:28:11","e1","a","100.0","e1a"
"534","klan117","isds1102s3-sp2019","klan117_e1b_1552945458168.xlsx","2019-03-18 21:44:41","e1","b","100.0","e1b"
"535","klan117","isds1102s3-sp2019","klan117_e1a_1553052553852.xlsx","2019-03-20 03:29:39","e1","a","100.0","e1a"
"536","klan117","isds1102s3-sp2019","klan117_e1b_1553052557417.xlsx","2019-03-20 03:29:41","e1","b","100.0","e1b"
"537","klan117","isds1102s3-sp2019","klan117_e1c_1553052560880.xlsx","2019-03-20 03:29:44","e1","c","94.1666666667","e1c"
"538","klan117","isds1102s3-sp2019","klan117_e1d_1553052563910.xlsx","2019-03-20 03:29:47","e1","d","100.0","e1d"
"539","klan117","isds1102s3-sp2019","klan117_e2a_1553056776766.xlsx","2019-03-20 04:40:00","e2","a","100.0","e2a"
"540","klan117","isds1102s3-sp2019","klan117_e2b_1553062912830.xlsx","2019-03-20 06:22:18","e2","b","90.0","e2b"
"541","klan117","isds1102s3-sp2019","klan117_e2c_1553064767231.xlsx","2019-03-20 06:53:11","e2","c","100.0","e2c"
"542","klan117","isds1102s3-sp2019","klan117_e2d_1553116135361.xlsx","2019-03-20 21:09:19","e2","d","100.0","e2d"
"543","klan117","isds1102s3-sp2019","klan117_e2e_1553117383844.xlsx","2019-03-20 21:30:08","e2","e","100.0","e2e"
"544","klan117","isds1102s3-sp2019","klan117_e2c_1553117397112.xlsx","2019-03-20 21:30:21","e2","c","100.0","e2c"
"545","klan117","isds1102s3-sp2019","klan117_e2b_1553117401401.xlsx","2019-03-20 21:30:25","e2","b","90.0","e2b"
"546","klan117","isds1102s3-sp2019","klan117_e2a_1553117404290.xlsx","2019-03-20 21:30:28","e2","a","100.0","e2a"
"547","klan117","isds1102s3-sp2019","klan117_e3b_1553151029382.xlsx","2019-03-21 06:50:56","e3","b","100.0","e3b"
"548","klan117","isds1102s3-sp2019","klan117_e3c_1553151853909.xlsx","2019-03-21 07:04:38","e3","c","100.0","e3c"
"549","klan117","isds1102s3-sp2019","klan117_e3d_1553209209353.xlsx","2019-03-21 23:00:33","e3","d","97.385620915","e3d"
"550","klan117","isds1102s3-sp2019","klan117_e3a_1553212050029.xlsx","2019-03-21 23:47:54","e3","a","93.75","e3a"
"551","msolis4","isds1102s4workspace","msolis4_e1a_1552927254364.xlsx","2019-03-18 16:41:17","e1","a","100.0","e1a"
"552","msolis4","isds1102s4workspace","msolis4_e1b_1552927831972.xlsx","2019-03-18 16:50:55","e1","b","100.0","e1b"
"553","msolis4","isds1102s4workspace","msolis4_e1c_1553099691677.xlsx","2019-03-20 16:35:15","e1","c","90.8333333333","e1c"
"554","msolis4","isds1102s4workspace","msolis4_e1d_1553183516233.xlsx","2019-03-21 15:52:20","e1","d","100.0","e1d"
"555","csloat1","isds1102s4workspace",NA,NA,NA,NA,NA,"NANA"
"556","hli63","isds1102spr19","hli63_e1a_1553150106486.xlsx","2019-03-21 06:35:32","e1","a","93.75","e1a"
"557","hli63","isds1102spr19","hli63_e1b_1553150463983.xlsx","2019-03-21 06:41:28","e1","b","100.0","e1b"
"558","dkerch1","isds1102s3-sp2019","dkerch1_e1a_1552944723263.xlsx","2019-03-18 21:32:26","e1","a","75.0","e1a"
"559","dkerch1","isds1102s3-sp2019","dkerch1_e1b_1553044546989.xlsx","2019-03-20 01:16:10","e1","b","100.0","e1b"
"560","dkerch1","isds1102s3-sp2019","dkerch1_e1c_1553045910980.xlsx","2019-03-20 01:38:55","e1","c","90.8333333333","e1c"
"561","dkerch1","isds1102s3-sp2019","dkerch1_e2a_1553116504393.xlsx","2019-03-20 21:15:28","e2","a","100.0","e2a"
